price_id,product_id,price,effective_date,end_date,change_reason
87,48,21.38,2025-01-01,2025-06-05,supplier_cost_increase
88,48,22.81,2025-06-06,2025-11-17,annual_review
89,48,24.64,2025-11-18,,competitive_adjustment
90,49,46.87,2025-01-01,,competitive_adjustment
91,50,13.46,2025-01-01,,competitive_adjustment
92,51,23.95,2025-01-01,2025-02-03,annual_review
93,51,25.56,2025-02-04,2025-03-08,supplier_cost_increase
94,51,22.38,2025-03-09,,seasonal_promotion
95,52,26.28,2025-01-01,,competitive_adjustment
96,53,44.28,2025-01-01,2025-06-24,seasonal_promotion
97,53,44.43,2025-06-25,2025-08-07,competitive_adjustment
98,53,47.28,2025-08-08,,supplier_cost_increase
99,54,34.06,2025-01-01,2026-01-04,supplier_cost_increase
100,54,40.14,2026-01-05,,seasonal_promotion
101,55,14.69,2025-01-01,2025-11-09,seasonal_promotion
102,55,13.89,2025-11-10,2026-02-14,seasonal_promotion
103,55,15.3,2026-02-15,,seasonal_promotion
104,56,35.0,2025-01-01,2025-10-07,competitive_adjustment
105,56,40.84,2025-10-08,2025-10-15,supplier_cost_increase
106,56,36.03,2025-10-16,,annual_review
107,57,41.81,2025-01-01,,competitive_adjustment
108,58,39.01,2025-01-01,2025-06-13,seasonal_promotion
109,58,43.28,2025-06-14,,annual_review
110,59,28.92,2025-01-01,,seasonal_promotion
111,60,28.19,2025-01-01,2025-11-08,seasonal_promotion
112,60,28.2,2025-11-09,2025-11-24,supplier_cost_increase
113,60,27.01,2025-11-25,,supplier_cost_increase
114,61,45.15,2025-01-01,,seasonal_promotion
115,62,34.01,2025-01-01,,annual_review
116,63,48.74,2025-01-01,2025-05-31,seasonal_promotion
117,63,58.08,2025-06-01,,seasonal_promotion
118,64,44.31,2025-01-01,,competitive_adjustment
119,65,39.55,2025-01-01,2026-01-07,seasonal_promotion
120,65,37.31,2026-01-08,,supplier_cost_increase
121,66,20.36,2025-01-01,,annual_review
122,67,12.68,2025-01-01,2025-07-28,competitive_adjustment
123,67,14.42,2025-07-29,2025-09-22,seasonal_promotion
124,67,13.38,2025-09-23,,seasonal_promotion
125,68,21.13,2025-01-01,,supplier_cost_increase
126,69,48.41,2025-01-01,,annual_review
127,70,34.62,2025-01-01,2025-02-13,supplier_cost_increase
128,70,40.05,2025-02-14,2025-07-18,competitive_adjustment
129,70,36.55,2025-07-19,,competitive_adjustment
130,71,3.84,2025-01-01,2025-07-25,competitive_adjustment
131,71,3.85,2025-07-26,,supplier_cost_increase
132,72,20.49,2025-01-01,2025-06-09,supplier_cost_increase
133,72,22.5,2025-06-10,,supplier_cost_increase
134,73,26.96,2025-01-01,2026-01-16,seasonal_promotion
135,73,26.35,2026-01-17,2026-02-02,supplier_cost_increase
136,73,31.15,2026-02-03,,competitive_adjustment
137,74,31.91,2025-01-01,2025-04-03,competitive_adjustment
138,74,32.79,2025-04-04,,annual_review
139,75,17.66,2025-01-01,2025-11-09,seasonal_promotion
140,75,16.2,2025-11-10,,annual_review
141,76,34.51,2025-01-01,2025-11-17,competitive_adjustment
142,76,34.24,2025-11-18,2025-12-11,supplier_cost_increase
143,76,32.75,2025-12-12,,seasonal_promotion
144,77,22.63,2025-01-01,2025-12-31,competitive_adjustment
145,77,22.92,2026-01-01,,annual_review
146,78,34.43,2025-01-01,2026-03-12,seasonal_promotion
147,78,37.2,2026-03-13,,competitive_adjustment
148,79,26.74,2025-01-01,2025-07-20,supplier_cost_increase
149,79,30.39,2025-07-21,,seasonal_promotion
150,80,34.29,2025-01-01,,seasonal_promotion
151,81,9.07,2025-01-01,,annual_review
152,82,31.34,2025-01-01,2025-09-20,annual_review
153,82,36.36,2025-09-21,,seasonal_promotion
154,83,36.48,2025-01-01,,annual_review
155,84,13.71,2025-01-01,2025-02-01,supplier_cost_increase
156,84,15.39,2025-02-02,,seasonal_promotion
157,85,10.44,2025-01-01,2025-09-24,supplier_cost_increase
158,85,10.91,2025-09-25,2025-10-22,supplier_cost_increase
159,85,11.02,2025-10-23,,annual_review
160,86,34.04,2025-01-01,2025-07-11,annual_review
161,86,36.23,2025-07-12,2025-11-30,annual_review
162,86,41.33,2025-12-01,,annual_review
163,87,45.07,2025-01-01,2025-09-30,annual_review
164,87,42.4,2025-10-01,,seasonal_promotion
165,88,42.31,2025-01-01,,annual_review
166,89,32.08,2025-01-01,,supplier_cost_increase
167,90,36.25,2025-01-01,,competitive_adjustment
168,91,17.35,2025-01-01,2025-04-10,seasonal_promotion
169,91,16.15,2025-04-11,,seasonal_promotion
170,92,35.91,2025-01-01,,annual_review
171,93,17.88,2025-01-01,2025-03-02,seasonal_promotion
172,93,20.41,2025-03-03,,annual_review
173,94,45.43,2025-01-01,2026-01-21,supplier_cost_increase
174,94,52.24,2026-01-22,,annual_review
175,95,24.9,2025-01-01,2025-07-01,annual_review
176,95,28.6,2025-07-02,2026-02-19,annual_review
177,95,29.7,2026-02-20,,seasonal_promotion
178,96,25.44,2025-01-01,,annual_review
179,97,3.39,2025-01-01,,annual_review
180,98,36.76,2025-01-01,2025-04-05,supplier_cost_increase
181,98,42.91,2025-04-06,2025-12-14,supplier_cost_increase
182,98,37.73,2025-12-15,,annual_review
183,99,8.51,2025-01-01,2025-02-24,competitive_adjustment
184,99,8.36,2025-02-25,,seasonal_promotion
185,100,23.83,2025-01-01,,annual_review
186,101,15.36,2025-01-01,2025-06-08,supplier_cost_increase
187,101,15.58,2025-06-09,2025-09-02,supplier_cost_increase
188,101,18.7,2025-09-03,,competitive_adjustment
189,102,12.76,2025-01-01,,supplier_cost_increase
190,103,38.2,2025-01-01,2025-05-12,supplier_cost_increase
191,103,40.78,2025-05-13,2026-04-04,seasonal_promotion
192,103,36.46,2026-04-05,,supplier_cost_increase
193,104,29.07,2025-01-01,,competitive_adjustment
194,105,38.81,2025-01-01,,supplier_cost_increase
195,106,39.33,2025-01-01,,competitive_adjustment
196,107,7.19,2025-01-01,,competitive_adjustment
197,108,29.64,2025-01-01,2025-08-10,seasonal_promotion
198,108,25.98,2025-08-11,2025-08-21,seasonal_promotion
199,108,23.01,2025-08-22,,competitive_adjustment
200,109,42.81,2025-01-01,2025-04-01,supplier_cost_increase
201,109,41.59,2025-04-02,,annual_review
202,110,33.75,2025-01-01,,competitive_adjustment
203,111,2.61,2025-01-01,2025-10-07,supplier_cost_increase
204,111,2.61,2025-10-08,,competitive_adjustment
205,112,32.51,2025-01-01,2025-04-18,annual_review
206,112,29.64,2025-04-19,2026-01-27,competitive_adjustment
207,112,31.58,2026-01-28,,annual_review
208,113,24.31,2025-01-01,2025-06-16,competitive_adjustment
209,113,27.91,2025-06-17,2025-11-29,supplier_cost_increase
210,113,26.45,2025-11-30,,annual_review
211,114,13.71,2025-01-01,2025-12-08,annual_review
212,114,13.27,2025-12-09,,annual_review
213,115,42.85,2025-01-01,,seasonal_promotion
214,116,19.03,2025-01-01,,competitive_adjustment
215,117,44.26,2025-01-01,2025-06-20,supplier_cost_increase
216,117,45.62,2025-06-21,,seasonal_promotion
217,118,6.11,2025-01-01,2025-10-07,seasonal_promotion
218,118,6.67,2025-10-08,,annual_review
219,119,23.51,2025-01-01,,competitive_adjustment
220,120,12.64,2025-01-01,2025-07-05,competitive_adjustment
221,120,12.84,2025-07-06,,competitive_adjustment
222,121,22.42,2025-01-01,2025-07-18,competitive_adjustment
223,121,24.57,2025-07-19,,competitive_adjustment
224,122,16.72,2025-01-01,,seasonal_promotion
225,123,17.15,2025-01-01,2026-02-24,seasonal_promotion
226,123,15.73,2026-02-25,,annual_review
227,124,15.27,2025-01-01,2026-02-23,competitive_adjustment
228,124,18.22,2026-02-24,,seasonal_promotion
229,125,16.22,2025-01-01,,competitive_adjustment
230,126,2.68,2025-01-01,2025-06-19,supplier_cost_increase
231,126,3.19,2025-06-20,,competitive_adjustment
232,127,35.48,2025-01-01,,annual_review
233,128,6.92,2025-01-01,,competitive_adjustment
234,129,24.53,2025-01-01,2025-05-04,supplier_cost_increase
235,129,23.02,2025-05-05,,annual_review
236,130,7.48,2025-01-01,,annual_review
237,131,5.56,2025-01-01,2025-02-26,seasonal_promotion
238,131,5.02,2025-02-27,,competitive_adjustment
239,132,6.09,2025-01-01,,annual_review
240,133,31.1,2025-01-01,2025-05-25,annual_review
241,133,31.34,2025-05-26,,annual_review
242,134,16.27,2025-01-01,2025-09-06,competitive_adjustment
243,134,17.07,2025-09-07,,supplier_cost_increase
244,135,31.26,2025-01-01,2026-02-24,seasonal_promotion
245,135,33.41,2026-02-25,,competitive_adjustment
246,136,33.7,2025-01-01,,seasonal_promotion
247,137,28.5,2025-01-01,,annual_review
248,138,23.62,2025-01-01,2025-06-28,supplier_cost_increase
249,138,21.99,2025-06-29,,competitive_adjustment
250,139,35.74,2025-01-01,2026-01-16,seasonal_promotion
251,139,41.94,2026-01-17,,seasonal_promotion
252,140,22.41,2025-01-01,2025-12-27,seasonal_promotion
253,140,26.17,2025-12-28,,seasonal_promotion
254,141,5.43,2025-01-01,,competitive_adjustment
255,142,30.56,2025-01-01,2025-06-26,supplier_cost_increase
256,142,30.99,2025-06-27,2025-09-11,competitive_adjustment
257,142,33.93,2025-09-12,,competitive_adjustment
258,143,26.02,2025-01-01,2025-03-12,supplier_cost_increase
259,143,30.22,2025-03-13,,competitive_adjustment
260,144,30.98,2025-01-01,,seasonal_promotion
261,145,48.17,2025-01-01,2025-11-20,supplier_cost_increase
262,145,57.8,2025-11-21,2025-11-26,competitive_adjustment
263,145,60.79,2025-11-27,,seasonal_promotion
264,146,24.58,2025-01-01,2025-06-21,seasonal_promotion
265,146,29.47,2025-06-22,,annual_review
266,147,32.47,2025-01-01,2025-03-17,annual_review
267,147,31.55,2025-03-18,,competitive_adjustment
268,148,17.41,2025-01-01,,seasonal_promotion
269,149,17.83,2025-01-01,2025-06-26,annual_review
270,149,20.23,2025-06-27,,supplier_cost_increase
271,150,23.83,2025-01-01,,competitive_adjustment
272,151,7.56,2025-01-01,2026-04-17,supplier_cost_increase
273,151,8.17,2026-04-18,,annual_review
274,152,21.84,2025-01-01,,competitive_adjustment
275,153,31.89,2025-01-01,2025-09-13,supplier_cost_increase
276,153,29.38,2025-09-14,,seasonal_promotion
277,154,46.53,2025-01-01,2026-01-22,annual_review
278,154,41.53,2026-01-23,,seasonal_promotion
279,155,36.07,2025-01-01,,supplier_cost_increase
280,156,28.51,2025-01-01,,supplier_cost_increase
281,157,24.15,2025-01-01,,seasonal_promotion
282,158,25.92,2025-01-01,2025-10-17,competitive_adjustment
283,158,25.8,2025-10-18,,annual_review
284,159,49.05,2025-01-01,,seasonal_promotion
285,160,20.41,2025-01-01,2025-10-17,seasonal_promotion
286,160,23.52,2025-10-18,2026-02-16,competitive_adjustment
287,160,26.35,2026-02-17,,annual_review
288,161,18.31,2025-01-01,2025-06-15,supplier_cost_increase
289,161,17.38,2025-06-16,,competitive_adjustment
290,162,42.2,2025-01-01,2026-01-02,annual_review
291,162,48.65,2026-01-03,,annual_review
292,163,27.85,2025-01-01,,annual_review
293,164,23.86,2025-01-01,,seasonal_promotion
294,165,49.08,2025-01-01,,annual_review
295,166,13.21,2025-01-01,2025-02-21,competitive_adjustment
296,166,14.67,2025-02-22,,annual_review
297,167,20.53,2025-01-01,2026-03-26,seasonal_promotion
298,167,21.01,2026-03-27,,supplier_cost_increase
299,168,8.06,2025-01-01,2025-07-18,supplier_cost_increase
300,168,9.32,2025-07-19,2026-04-20,annual_review
301,168,8.25,2026-04-21,,annual_review
302,169,2.74,2025-01-01,,seasonal_promotion
303,170,5.59,2025-01-01,2025-06-14,competitive_adjustment
304,170,5.97,2025-06-15,,annual_review
305,171,33.19,2025-01-01,2026-01-10,annual_review
306,171,39.3,2026-01-11,2026-04-11,annual_review
307,171,45.4,2026-04-12,,supplier_cost_increase
308,172,31.64,2025-01-01,,competitive_adjustment
309,173,49.88,2025-01-01,2025-09-09,supplier_cost_increase
310,173,55.67,2025-09-10,,supplier_cost_increase
311,174,23.3,2025-01-01,2025-02-13,supplier_cost_increase
312,174,22.45,2025-02-14,,supplier_cost_increase
313,175,16.08,2025-01-01,,seasonal_promotion
314,176,13.72,2025-01-01,2026-01-14,seasonal_promotion
315,176,12.48,2026-01-15,,supplier_cost_increase
316,177,31.26,2025-01-01,,seasonal_promotion
317,178,25.89,2025-01-01,2025-05-28,annual_review
318,178,27.79,2025-05-29,,annual_review
319,179,14.26,2025-01-01,,annual_review
320,180,45.26,2025-01-01,2025-04-20,supplier_cost_increase
321,180,45.47,2025-04-21,,competitive_adjustment
322,181,49.41,2025-01-01,,annual_review
323,182,35.14,2025-01-01,2025-07-03,seasonal_promotion
324,182,42.16,2025-07-04,,annual_review
325,183,7.12,2025-01-01,,competitive_adjustment
326,184,29.59,2025-01-01,2025-02-10,annual_review
327,184,27.99,2025-02-11,2025-06-30,supplier_cost_increase
328,184,32.71,2025-07-01,,annual_review
329,185,41.98,2025-01-01,2026-03-03,seasonal_promotion
330,185,44.6,2026-03-04,2026-03-15,competitive_adjustment
331,185,41.33,2026-03-16,,seasonal_promotion
332,186,31.8,2025-01-01,2026-02-03,seasonal_promotion
333,186,34.02,2026-02-04,,supplier_cost_increase
334,187,16.83,2025-01-01,2025-11-22,competitive_adjustment
335,187,18.62,2025-11-23,,supplier_cost_increase
336,188,45.66,2025-01-01,,annual_review
337,189,10.43,2025-01-01,,competitive_adjustment
338,190,27.48,2025-01-01,2025-04-24,competitive_adjustment
339,190,32.15,2025-04-25,2026-03-31,annual_review
340,190,38.21,2026-04-01,,competitive_adjustment
341,191,37.83,2025-01-01,,supplier_cost_increase
342,192,24.48,2025-01-01,,seasonal_promotion
343,193,43.29,2025-01-01,2025-08-21,competitive_adjustment
344,193,38.16,2025-08-22,,annual_review
345,194,2.67,2025-01-01,2025-09-19,competitive_adjustment
346,194,2.9,2025-09-20,,competitive_adjustment
347,195,30.06,2025-01-01,2025-03-26,seasonal_promotion
348,195,30.51,2025-03-27,2025-08-08,competitive_adjustment
349,195,35.71,2025-08-09,,seasonal_promotion
350,196,33.09,2025-01-01,2025-09-24,competitive_adjustment
351,196,35.65,2025-09-25,,supplier_cost_increase
352,197,8.71,2025-01-01,2025-07-04,supplier_cost_increase
353,197,7.7,2025-07-05,2025-10-09,seasonal_promotion
354,197,7.59,2025-10-10,,competitive_adjustment
355,198,34.18,2025-01-01,2025-11-02,annual_review
356,198,36.08,2025-11-03,,seasonal_promotion
357,199,44.5,2025-01-01,2026-04-01,annual_review
358,199,47.41,2026-04-02,,competitive_adjustment
359,200,3.57,2025-01-01,,annual_review
